Id,Heading,Article.Banner.Image,Outlets,Article.Description,Full_Article,Article_Type,Tonality
1a24b1ad-07f1-4a9e-bf24-a9e823847b62,Bell 407 helicopter gxi FAA certification,,WeChat,Bell 407 helicopter gxi FAA certification,<p>Bell 407 helicopter gxi FAA certification</p>,Commercial,Positive
c65670a5-9464-403e-9f39-241a862f5755,Chongqing shipping group to participate in disaster relief emergency communication exercises,,WeChat,Chongqing shipping group to participate in disaster relief emergency communication exercises,<p>Chongqing shipping group to participate in disaster relief emergency communication exercises</p>,Commercial,Positive
9345c38f-afec-411c-a2eb-314ff625098a,Bell 407GXi helicopter obtained US FAA certification and completed the first delivery,,people.cn,"On October 29th, Bell announced that its Bell 407 GXi helicopter was again certified by the Federal Aviation Administration (FAA) after being certified by the Canadian Department of Transportation.","<p>On October 29th, Bell announced that its Bell 407 GXi helicopter was again certified by the Federal Aviation Administration (FAA) after being certified by the Canadian Department of Transportation.</p>",Commercial,Positive
85cfd0ac-44bc-40eb-a908-24496cc3b656,Zhuhai Air Show opens its doors to the world,,Aviation Bulletin,"While the air show attracts numerous locals from around China, there is a significant group of foreigners who attend as well. Western aerospace companies such as Bell Helicopter, Rolls-Royce, Airbus, General Electric and Safran are all present.","<p>While the air show attracts numerous locals from around China, there is a significant group of foreigners who attend as well. Western aerospace companies such as Bell Helicopter, Rolls-Royce, Airbus, General Electric and Safran are all present.</p>",Commercial,Positive
babe3ed5-9c56-456f-a08a-395841a1e031,China's latest UAV debut: Adopting a sophisticated design to lead the entire US military generation!,,WeChat,"According to the online media exposure, Rainbow-10 has already entered the exhibition area of ??Zhuhai Air Show, and will officially face the audience after the launch of Zhuhai Air Show. In appearance, the Rainbow-10 drone is quite different from the previous Rainbow series drones, jumping out of the traditional drone mode, using the current very fashionable tilting wing vertical takeoff and landing design. However, the Rainbow-10 drone does not use the wing-tip engine model similar to the famous V-22 Osprey, but uses the same built-in piston engine + drive shaft drive mode as the US next-generation tilt-wing aircraft.","<p>According to the online media exposure, Rainbow-10 has already entered the exhibition area of ??Zhuhai Air Show, and will officially face the audience after the launch of Zhuhai Air Show. In appearance, the Rainbow-10 drone is quite different from the previous Rainbow series drones, jumping out of the traditional drone mode, using the current very fashionable tilting wing vertical takeoff and landing design. However, the Rainbow-10 drone does not use the wing-tip engine model similar to the famous V-22 Osprey, but uses the same built-in piston engine + drive shaft drive mode as the US next-generation tilt-wing aircraft.</p>",Military,Neutral
ef3644da-6670-4c94-953f-2bb53880c680,Business of China Airshow,,WeChat,"The direct exhibition held from 2011 and the following year was also the “proposition composition” proposed by the Tianjin and Binhai New Area governments. At that time, Tianjin had the Airbus A320 assembly line, and the AVIC helicopter had just settled in Tianjin. Now with four consecutive direct meetings, the aviation and helicopter industry has gradually become a new business card in Tianjin. Miao Ruiqing, executive director of Asia ABE International Business Exhibition Company, France, told reporters: ""Boeing, Safran, Bombardier and many other aviation companies have put their branches and production companies in Tianjin, which is also through direct Will bring direct economic benefits to Tianjin.""","<p>The direct exhibition held from 2011 and the following year was also the “proposition composition” proposed by the Tianjin and Binhai New Area governments. At that time, Tianjin had the Airbus A320 assembly line, and the AVIC helicopter had just settled in Tianjin. Now with four consecutive direct meetings, the aviation and helicopter industry has gradually become a new business card in Tianjin. Miao Ruiqing, executive director of Asia ABE International Business Exhibition Company, France, told reporters: ""Boeing, Safran, Bombardier and many other aviation companies have put their branches and production companies in Tianjin, which is also through direct Will bring direct economic benefits to Tianjin.""</p>",Commercial,Neutral
0e06f8f1-21bd-49fb-91d5-ae6d881f77ea,"China launched the ""Rainbow - 10"" drone, which is a tilting rotor like the US ""Osprey""",,WeChat,"The Rainbow-10 unmanned tilting rotorcraft has the advantages of helicopter-like vertical take-off and landing and hovering operations, as well as fixed-wing aircraft flight speed blocks and long range. The U.S. V-2 47 unmanned tilting rotorcraft, which was recently unveiled in the United States , uses exactly the same technical route. AVIC Aerodynamics Research Institute.","<p>The Rainbow-10 unmanned tilting rotorcraft has the advantages of helicopter-like vertical take-off and landing and hovering operations, as well as fixed-wing aircraft flight speed blocks and long range. The U.S. V-2 47 unmanned tilting rotorcraft, which was recently unveiled in the United States , uses exactly the same technical route. AVIC Aerodynamics Research Institute.</p>",Military,Neutral
c5695072-bb09-4e1d-8d65-cefcdda6675f,The cutting-edge technology of the US military now allows Chinese drones to turn cabbage,,Sina,"As the only in the world's in-service tilt-rotor military transport aircraft, the M V-22 ""Osprey"" and its most representative tilt-rotor technology have always been regarded by Americans as a unique singularity. Other countries that want to acquire the technology of tilt-rotor aircraft either buy from the United States or can only bury their heads. Even the cutting-edge military technology like the 5th generation aircraft and the aircraft carrier, its international selection is not so narrow, so it is conceivable that the US's hegemonic position in the field of tilting rotorcraft is indestructible.","<p>As the only in the world's in-service tilt-rotor military transport aircraft, the M V-22 ""Osprey"" and its most representative tilt-rotor technology have always been regarded by Americans as a unique singularity. Other countries that want to acquire the technology of tilt-rotor aircraft either buy from the United States or can only bury their heads. Even the cutting-edge military technology like the 5th generation aircraft and the aircraft carrier, its international selection is not so narrow, so it is conceivable that the US's hegemonic position in the field of tilting rotorcraft is indestructible.</p>",Military,Positive
dab9cca1-fb9d-4d5a-8f47-98f8ae54a75f,Bell 407 helicopter gxi won the FAA certification and deliver the first user,,WeChat,Bell 407 helicopter gxi won the FAA certification and deliver the first user,<p>Bell 407 helicopter gxi won the FAA certification and deliver the first user</p>,Commercial,Positive
e90785d0-1478-427f-9f9d-932b0afdfa3e,There is a breakthrough! Military experts exposed the latest rainbow 10 drone,,tiexue.net,"On September 25th, Bell Helicopter of the United States presented the full-size model of the V-2 47 unmanned tilting rotorcraft at the 2018 Modern Day Marine , which is comparable in size to Bell's UH-1 Y. Can undertake tasks such as integrated air defense, electronic warfare, airborne warning and precision strike.","<p>On September 25th, Bell Helicopter of the United States presented the full-size model of the V-2 47 unmanned tilting rotorcraft at the 2018 Modern Day Marine , which is comparable in size to Bell's UH-1 Y. Can undertake tasks such as integrated air defense, electronic warfare, airborne warning and precision strike.</p>",Military,Positive
285b3608-d526-41e5-81b6-88ab961c7a32,China's first tilt-rotor drone unveiled in Zhuhai like the US military osprey (picture),https://n.sinaimg.cn/mil/crawl/59/w550h309/20181102/0fqg-hnfikve6149955.jpg,Sina,"This is another flagship product of the domestic rainbow series drones, and what makes the fans more excited is that from the outside, this is actually a tilting rotorcraft similar to the US V-22 ""Osprey""!","<p>This is another flagship product of the domestic rainbow series drones, and what makes the fans more excited is that from the outside, this is actually a tilting rotorcraft similar to the US V-22 ""Osprey""!</p>",Military,Positive
b68386dd-1fbe-4bf7-aed6-f85efe086862,"Airbus Helicopters, CITIC Offshore Helicopter Seal Compensation Deal",,Rotorcraft Pro,<p>Airbus Helicopters and Citic Offshore Helicopter have reached an agreement over compensation for economic losses the Chinese aviation company suffered when some of its Airbus choppers were grounded in 2016.</p>,<p>Airbus Helicopters and Citic Offshore Helicopter have reached an agreement over compensation for economic losses the Chinese aviation company suffered when some of its Airbus choppers were grounded in 2016.</p>,Commercial,Positive
27d2fbfa-4e11-49c6-9a98-97d293ca75bc,Canuck Chinook in BAF,,SOFX,"<p>A Royal Canadian Air Force CH-147F Chinook became another airframe to undergo electronic warfare testing in the Benefield Anechoic Facility recently. According to the Royal Canadian Air Force, the CH-147F Chinook is an advanced, multi-mission, medium to heavy-lift helicopter. It is used to transport equipment and personnel during domestic or deployed operations. Since its most recent upgrade, the CH-147F has increased its internal fuel capacity, allowing it to fly twice as far as previous models.</p>","<p>A Royal Canadian Air Force CH-147F Chinook became another airframe to undergo electronic warfare testing in the Benefield Anechoic Facility recently.&nbsp;According to the Royal Canadian Air Force, the CH-147F Chinook is an advanced, multi-mission, medium to heavy-lift helicopter. It is used to transport equipment and personnel during domestic or deployed operations. Since its most recent upgrade, the CH-147F has increased its internal fuel capacity, allowing it to fly twice as far as previous models.</p>",Military,Positive
4fbbee64-7082-4333-be94-10a8bfbb16cb,Presidential helicopters to receive rework by Sikorsky,,4search.com,"<p>The Navy has awarded Sikorsky Aircraft $15 Million for the VH-3D and VH-60N presidential and executive helicopter rework. The order, announced Wednesday by the Department of Defense, will include security, engineering, logistical support and training, with work expected to be completed by November 2019. Sikorsky has been obligated $15 Million in Navy 2019 operation and maintenance funding upon the award.</p>","<p>The Navy has awarded Sikorsky Aircraft $15 Million for the VH-3D and VH-60N presidential and executive helicopter rework. The order, announced Wednesday by the Department of Defense, will include security, engineering, logistical support and training, with work expected to be completed by November 2019. Sikorsky has been obligated $15 Million in Navy 2019 operation and maintenance funding upon the award.</p>",Military,Positive
31f749d6-5d8b-46ff-826f-1417ac187568,"Foreseeing Annual Growth, Airbus To Double Japan Footprint And Then Some",,Rotorcraft Pro,"<p>Airbus Helicopters plans to more than double its footprint at the Kobe Airport in Japan to include a maintenance, repair and overhaul complex in an effort to solidify its share of that country&rsquo;s growing rotorcraft market. Expanding the campus will give Airbus the largest footprint of any aviation business at the Kobe Airport, occupying a total space of 19,685 square meters. Its overall capacity will increase by 60 percent to handle about 40 medium-sized helicopters at one time.</p>","<p>Airbus Helicopters plans to more than double its footprint at the Kobe Airport in Japan to include a maintenance, repair and overhaul complex in an effort to solidify its share of that country&rsquo;s growing rotorcraft market.&nbsp;Expanding the campus will give Airbus the largest footprint &nbsp;of any aviation business at the Kobe Airport, occupying a total space of 19,685 square meters. Its overall capacity will increase by 60 percent to handle about 40 medium-sized helicopters at one time.</p>",Commercial,Positive
ece6a7f4-4286-4612-9a31-c2268b867164,?JAPAN AEROSPACE: Airbus Helicopters boosts Kobe MRO presence,,Big Jet TV,"<p>Airbus Helicopters plans to expand its MRO centre at Kobe Airport, boosting capacity to 40 medium-sized helicopters from 25. Construction will commence in June 2019 and be completed in November 2019, says Airbus Helicopters. The new building will include a hangar, an administration office, and a warehouse.</p>","<p>Airbus Helicopters plans to expand its MRO centre at Kobe Airport, boosting capacity to 40 medium-sized helicopters from 25. Construction will commence in June 2019 and be completed in November 2019, says Airbus Helicopters. The new building will include a hangar, an administration office, and a warehouse.</p>",Commercial,Positive
2b46743d-f055-4807-861d-d3f6d7b9b233,Chinook delivery to start in Feb,,Indian Defence News,"<p>American defence major Boeing is expected to commence the delivery of CH-47 Chinook heavy-lift helicopter to the Indian Air Force in February next year, it is learnt.<br />&ldquo;The helicopters would be shipped to India in a partially disassembled state and would be off-loaded at Okhla port in Gujarat,&rdquo; an IAF officer said. The Americans are setting up facilities near Okhla to re-assemble and test-fly the helicopters before being handed over to the IAF, he added.</p>","<p>American defence major Boeing is expected to commence the delivery of CH-47 Chinook heavy-lift helicopter to the Indian Air Force in February next year, it is learnt.<br />
&ldquo;The helicopters would be shipped to India in a partially disassembled state and would be off-loaded at Okhla port in Gujarat,&rdquo; an IAF officer said. The Americans are setting up facilities near Okhla to re-assemble and test-fly the helicopters before being handed over to the IAF, he added.</p>",Military,Positive
cae20b2b-741f-468e-b1a6-2bf1bcf12fce,CV-22 Flight Demo Planned For New Forward-Firing Gun,,The World News,<p>A decade-long pursuit of a forward-firing gun system for the Bell Boeing V-22 tiltrotor aircraft is moving toward a flying... (Subscription Required)</p>,<p>A decade-long pursuit of a forward-firing gun system for the Bell Boeing V-22 tiltrotor aircraft is moving toward a flying... (Subscription Required)</p>,Military,Positive
f4c87762-537c-4875-bcf1-6ffce19282e0,Behind-the-scenes look at Lockheed Martin's simulation industry in Orlando,,"WDBO-FM ABC (Orlando, FL)","<p>The Sikorsky S-97 Raider can fly nearly twice as fast as a normal helicopter, and it could be the military&#39;s next generation helicopter. The massive tractor-trailer-sized, portable, full-motion simulator is at the Lockheed Martin Training and Logistics Solutions Center near the University of Central Florida. It&#39;s a full dome experience, like a theme park ride, and much of the simulator was designed and built in Orlando.</p>","<p>The Sikorsky S-97 Raider can fly nearly twice as fast as a normal helicopter, and it could be the military&#39;s next generation helicopter.&nbsp;The massive tractor-trailer-sized, portable, full-motion simulator is at the Lockheed Martin Training and Logistics Solutions Center near the University of Central Florida. It&#39;s a full dome experience, like a theme park ride, and much of the simulator was designed and built in Orlando.</p>",Military,Positive
db69c3ec-2403-4133-b204-e41540133623,The Sea King–A fond farewell,,The Airline Website,"<p>When the Royal Canadian Air Force&rsquo;s remaining Sea King helicopters are phased out, retired Major Paul O&rsquo;Reilly admits it will be akin to losing a close friend. That&rsquo;s because he spent much of his 34-year career flying the Cold War-era, Sikorsky-built twin engine amphibious helicopter&ndash;first acquired by Canada on May 24, 1963&ndash;on and off the decks of Royal Canadian Navy warships.</p>","<p>When the Royal Canadian Air Force&rsquo;s remaining Sea King helicopters are phased out, retired Major Paul O&rsquo;Reilly admits it will be akin to losing a close friend. That&rsquo;s because he spent much of his 34-year career flying the Cold War-era, Sikorsky-built twin engine amphibious helicopter&ndash;first acquired by Canada on May 24, 1963&ndash;on and off the decks of Royal Canadian Navy warships.</p>",Military,Positive
39ea4756-40c1-42cc-ade2-7f098c9bff70,Helicopter Operators Diversify Businesses Amid Slow Oil-and-Gas Rebound,,Rotorcraft Pro,"<p>Bristow said the Columbia acquisition also will help its oil-and-gas business, as Columbia includes maintenance, repair and overhaul&nbsp;services for oil-and-gas helicopters and as Bristow may lease underutilized oil-and-gas aircraft to Columbia. In addition, Bristow said it has returned six of its 11 leased Airbus Helicopters H225 heavy-lift helicopters to lessors. It will return another this fiscal year and the final four in fiscal 2021.</p>","<p>Bristow said the Columbia acquisition also will help its oil-and-gas business, as Columbia includes maintenance, repair and overhaul services for oil-and-gas helicopters and as Bristow may lease underutilized oil-and-gas aircraft to Columbia. In addition, Bristow said it has returned six of its 11 leased Airbus Helicopters H225 heavy-lift helicopters to lessors. It will return another this fiscal year and the final four in fiscal 2021.</p>",Commercial,Positive
9001fe56-87d3-465e-85eb-d438ccca6dff,TenneT Contract Flies Into Wiking’s Hands,,UTM Consultants,"<p>Under the multi-year contract, Wiking Helikopter will carry out flights for crew changes and service teams using Leonardo Helicopters AW139 and Airbus Helicopters H145. The flights will start departing from Wiking&rsquo;s base at Airfield Emden and Husum at the beginning of 2019.</p>","<p>Under the multi-year contract, Wiking Helikopter will carry out flights for crew changes and service teams using Leonardo Helicopters AW139 and Airbus Helicopters H145. The flights will start departing from Wiking&rsquo;s base at Airfield Emden and Husum at the beginning of 2019.</p>",Commercial,Positive
2f1a2b85-cfc4-441f-a315-d7f54c872c66,Those Who Serve: Black Hawk rescue crew reunites with rescued hiker,,NewsLocker,"<p>Oregonians love the outdoors. Sometimes they find themselves in serious trouble, which is when the Black Hawk helicopter rescue crews from the Oregon Army National Guard fly in for the rescue. Those who need help never forget the sight or sound of the chopper.</p>","<p>Oregonians love the outdoors. Sometimes they find themselves in serious trouble, which is when the Black Hawk helicopter rescue crews from the Oregon Army National Guard fly in for the rescue. Those who need help never forget the sight or sound of the chopper.</p>",Military,Neutral
228efcbf-022f-4612-807b-1dbae5572e70,Bundeswehr to progress Sea Lynx replacement ‘in near future’ – industry official,,Space Aggregator,"<p>The German Navy has 21 Sea Lynx helicopters that it is looking to begin replacing from about 2023. Sikorsky&#39;s parent company, Lockheed Martin, is pitching the MH-60R Seahawk, while Airbus is proposing the Sea Lion variant of the NHIndustries NH90 NATO Frigate Helicopter and Leonardo the AgustaWestland AW159 Lynx Wildcat.&nbsp;(Subscription Required)</p>","<p>The German Navy has 21 Sea Lynx helicopters that it is looking to begin replacing from about 2023. Sikorsky&#39;s parent company, Lockheed Martin, is pitching the MH-60R Seahawk, while Airbus is proposing the Sea Lion variant of the NHIndustries NH90 NATO Frigate Helicopter&nbsp;and Leonardo the AgustaWestland AW159 Lynx Wildcat. (Subscription Required)</p>",Military,Positive
56085499-90de-4c7d-9f3c-4046dbc686da,"Prototype UH-X Helo to Undergo Tests, With Plans to Produce 150 Units for Japanese Forces",,Njus,"<p>Japan&rsquo;s Subaru Corporation is conducting ground tests with its prototype UH-X helicopter, which is slated to replace the Fuji Heavy Industries/Bell UH-1J utility helicopter in Japanese service. According to Ayako Nakajima with Subaru&rsquo;s defense programs division, the first prototype UH-X helicopter, which is based on the Bell 412EP family, has been built and is undergoing ground testing.</p>","<p>Japan&rsquo;s Subaru Corporation is conducting ground tests with its prototype UH-X helicopter, which is slated to replace the Fuji Heavy Industries/Bell UH-1J utility helicopter in Japanese service. According to Ayako Nakajima with Subaru&rsquo;s defense programs division, the first prototype UH-X helicopter, which is based on the Bell 412EP family, has been built and is undergoing ground testing.</p>",Military,Positive
adb061f2-5734-441b-8b5c-e827c4475a0c,"As Defense Budgets Tighten, a New Engine Is Critical to US Army Aviation’s Future",,Lexington Institute,"<p>One area that would be particularly hard-hit if budgets tighten is Army aviation. The Army currently operates some 2,000 Black Hawk and Apache helicopters, both which are in the midst of major upgrade programs. The Army also is developing new aerial platforms through the Future Vertical Lift, or FVL, program. It hopes to acquire both a next-generation armed Scout helicopter, and a replacement for the Black Hawks and Apaches.</p>","<p>One area that would be particularly hard-hit if budgets tighten is Army aviation. The Army currently operates some 2,000 Black Hawk and Apache helicopters, both which are in the midst of major upgrade programs. The Army also is developing new aerial platforms through the Future Vertical Lift, or FVL, program. It hopes to acquire both a next-generation armed Scout helicopter, and a replacement for the Black Hawks and Apaches.</p>",Military,Neutral
16f47cc5-fb56-418c-add2-3c1b1f54dbc8,First prototype of UH-X helicopter was spotted in Japan,,Space Aggregator,"<p>&ldquo;The last couple of days this Bell 412EPI version was seen in full Japan Ground Self-Defense Force camo at the Subaru Corporation factory at Utsunomiya,&rdquo; said in Scramble Magazine&rsquo;s news report. The new UH-X aircraft, based on the Bell 412EPI platform by Bell Helicopter, developing to replace Japan&rsquo;s Ground Self-Defense Force&rsquo;s current fleet of UH-1J aircraft.</p>","<p>&ldquo;The last couple of days this Bell 412EPI version was seen in full Japan Ground Self-Defense Force&nbsp;camo at the Subaru Corporation factory at Utsunomiya,&rdquo; said in Scramble Magazine&rsquo;s news report. The new UH-X aircraft, based on the Bell 412EPI platform by Bell Helicopter, developing to replace Japan&rsquo;s Ground Self-Defense Force&rsquo;s&nbsp;current fleet of UH-1J aircraft.</p>",Military,Positive
620ebca1-e4af-4fbb-a292-793d5e1c73f7,IWS Inaugurates First Privately-Owned Aerodrome With Helicopter Servicing Facility,,Aviation Voice,"<p>With the view of improving the domestic aviation industry in Sri Lanka, by providing better infrastructure facilities in order to attract tourists from foreign countries and local passengers, IWS Aviation inaugurated their new aerodrome with helicopter servicing facility at Welisara. The Canadian-made sophisticated Bell 505 jet Ranger X, was demonstrated at the launch.</p>","<p>With the view of improving the domestic aviation industry in Sri Lanka, by providing better infrastructure facilities in order to attract tourists from foreign countries and local passengers, IWS Aviation inaugurated their new aerodrome with helicopter servicing facility at Welisara.&nbsp;The Canadian-made sophisticated Bell 505 jet Ranger X, was demonstrated at the launch.</p>",Commercial,Positive
53c57980-1df2-4d23-829d-d142b232e4df,Bahrain International Airshow Sees Biggest Ever Order,,Exhibition World,"<p>The Bahrain International Airshow claims to be the region&rsquo;s fastest-growing air show and this year&rsquo;s event, 14-16 November, saw large Saudi orders, including the biggest single order in the show&rsquo;s history.&nbsp; In terms of military orders, Bahrain announced the purchase of 12 attack helicopters from Bell. The Bahrain Air Force also took delivery of the first of its C130J aircraft.</p>","<p>The Bahrain International Airshow claims to be the region&rsquo;s fastest-growing air show and this year&rsquo;s event, 14-16 November, saw large Saudi orders, including the biggest single order in the show&rsquo;s history. &nbsp;In terms of military orders, Bahrain announced the purchase of 12 attack helicopters from Bell. The Bahrain Air Force also took delivery of the first of its C130J aircraft.</p>",Military,Positive
540b9f0a-9221-405d-8a1e-b115eeb20d35,Boeing and SparkCognition launch SkyGrid venture to build software for air mobility,,News site,"Four months after announcing that they were linking up to create a traffic management system for drones, Boeing and SparkCognition say they’re kicking things up a notch with a new venture called SkyGrid to address the broader challenges associated with urban air mobility.","<p>Four months after announcing that they were linking up to create a traffic management system for drones, Boeing and SparkCognition say they’re kicking things up a notch with a new venture called SkyGrid to address the broader challenges associated with urban air mobility.</p>",Commercial,Positive
edc69bbd-e354-408d-92a7-c5c05dbe4d94,Domestic deployment of Osprey postponed,,Japan Bullet,"<p>Japan&#39;s Defense Ministry has postponed its deployment of Osprey transport aircraft in Japan, originally scheduled for this autumn. The ministry plans to deploy tilt-rotor Ospreys at the Kyushu-Saga International Airport in the western prefecture of Saga to be used by the Ground Self-Defense Force.</p>","<p>Japan&#39;s Defense Ministry has postponed its deployment of Osprey transport aircraft in Japan, originally scheduled for this autumn. The ministry plans to deploy tilt-rotor Ospreys at the Kyushu-Saga International Airport in the western prefecture of Saga to be used by the Ground Self-Defense Force.</p>",Military,Neutral
1fbbf8a5-7f70-4a0d-8d7c-4f4ba03b13fc,Major Military Exercise Targets Bamburgh Castle,,Berwick Advertiser,"<p>A large Army exercise along the east coast of England and Scotland has this week set its sights on Bamburgh Castle. It has involved 3 Regiment Army Air Corps, based at Wattisham, Suffolk, which is the British Army&#39;s specialist deep strike Aviation Battle Group, operating the WAH-64D Apache attack helicopter.</p>","<p>A large Army exercise along the east coast of England and Scotland has this week set its sights on Bamburgh Castle.&nbsp;It has involved 3 Regiment Army Air Corps, based at Wattisham, Suffolk, which is the British Army&#39;s specialist deep strike Aviation Battle Group, operating the WAH-64D Apache attack helicopter.</p>",Military,Positive
df94c557-fc0a-423e-9501-7f35c4dfe783,Peace Air Ties up With Chinese Company to Purchase 8 Bell Helicopters,,Frontpage.lk,"<p>Vice President, Peace Air Pvt Ltd, Ireha C. Wethasinghe said that they hope to purchase 8 Bell helicopters under this agreement and two would be delivered by early next month. &ldquo;Our total requirement is 8 helicopters and we hope finalize the complete deal by end 2019. The domestic operations would be operated under Peace Air Helicopter Service.&rdquo;</p>","<p>Vice President, Peace Air Pvt Ltd, Ireha C. Wethasinghe said that they hope to purchase 8 Bell helicopters under this agreement and two would be delivered by early next month. &ldquo;Our total requirement is 8 helicopters and we hope finalize the complete deal by end 2019. The domestic operations would be operated under Peace Air Helicopter Service.&rdquo;</p>",Commercial,Positive
73115168-4f5c-434d-84fa-ae9d56b48812,Marine Corps and the MV-22 Osprey makes the impossible possible in crisis response,,SOFX,"<p>A challenge for the Marine Corps is to access widespread global conflicts in many austere locations. The multi-mission MV-22 Osprey, with her unique rotating nacelles, is able to boldly call, where other aircraft cannot.</p>","<p>A challenge for the Marine Corps is to access widespread global conflicts in many austere locations. The multi-mission MV-22 Osprey, with her unique rotating nacelles, is able to boldly call, where other aircraft cannot.</p>",Military,Positive
c76c5ad5-34e9-4ab7-876b-87891df0e37e,Sikorsky receives $382 million contract for eight MH-60R Seahawks,,Helicopter Association International,"<p>Lockheed Martin&rsquo;s Sikorsky received a $382 Million contract for eight MH-60R Seahawk helicopters from the US Navy. Work on the helicopters is expected to be complete by September 2020, says the US Department of Defense in an online notice on 14 November. Some $147 Million will be obligated initially from fiscal 2018 USN aircraft procurement funds, none of which will expire at the end of the current fiscal year.</p>","<p>Lockheed Martin&rsquo;s Sikorsky received a $382 Million contract for eight MH-60R Seahawk helicopters from the US Navy. Work on the helicopters is expected to be complete by September 2020, says the US Department of Defense in an online notice on 14 November. Some $147 Million will be obligated initially from fiscal 2018 USN aircraft procurement funds, none of which will expire at the end of the current fiscal year.</p>",Military,Positive
92a245f5-27d9-46a2-9395-e01f757cc19a,Bell To Use Heavy-Lift Drone For Research,,Big Jet TV,"<p>A petition for exemptions from FAA rules governing unmanned aircraft systems reveals rotorcraft developer Bell plans to use a large commercial multicopter drone, the xFold DragonH, for research and development. (Subscription Required)</p>","<p>A petition for exemptions from FAA rules governing unmanned aircraft systems reveals rotorcraft developer Bell plans to use a large commercial multicopter drone, the xFold DragonH, for research and development. (Subscription Required)</p>",Commercial,Positive
a62adeea-4602-4453-a14c-e5185f56ac35,Navy’s COD switch to the Osprey has started — what you need to know,,Association of Naval Aviation,"<p>The Navy&rsquo;s ongoing efforts to swap out its aging fleet of Greyhounds is going smoothly, even if the new souped-up Ospreys won&rsquo;t be fully fielded until the mid- to late-2020s. The switch at carrier-based fleet logistic squadrons officially kicked off on Oct. 1 and the effort was boosted on Nov. 14 by a Navy announcement that a study found replacing 27 C2A Greyhounds with 38 CMV-22B Osprey tilt-rotor aircraft won&rsquo;t harm the environment.</p>","<p>The Navy&rsquo;s ongoing efforts to swap out its aging fleet of Greyhounds is going smoothly, even if the new souped-up Ospreys won&rsquo;t be fully fielded until the mid- to late-2020s. The switch at carrier-based fleet logistic squadrons officially kicked off on Oct. 1 and the effort was boosted on Nov. 14 by a Navy announcement that a study found replacing 27 C2A Greyhounds with 38 CMV-22B Osprey tilt-rotor aircraft won&rsquo;t harm the environment.</p>",Military,Positive
11725152-21e0-44b9-a903-5508a819bf02,The Ultimate Symbol Of The Future Is Finally Coming True,,DC GLOVEBOX,<p>Bell is developing a hybrid air taxi that runs on both electricity and conventional fuel to give it a longer range than just battery-powered vehicles. Its market would include trips between downtowns and rural areas or even short city-to-city hops.</p>,<p>Bell is developing a hybrid air taxi that runs on both electricity and conventional fuel to give it a longer range than just battery-powered vehicles. Its market would include trips between downtowns and rural areas or even short city-to-city hops.</p>,Commercial,Positive
ff58bdf4-e7b1-4411-b9b3-a47adc96947c,EPS To Provide Battery System For Bell eVTOL,,Big Jet TV,Bell has selected battery developer Electric Power Systems to provide energy storage for electric vertical-takeoff-and-landing. (Subscription Required),<p>Bell has selected battery developer Electric Power Systems to provide energy storage for electric vertical-takeoff-and-landing. (Subscription Required)</p>,Commercial,Positive
405e51c2-9c77-43f7-8d2d-6706be4bc252,"Airbus Helicopters to Open MRO Facility in Kobe, Japan",,ASIA Travel Tips.com,"Airbus Helicopters has confirmed plans to open a maintenance, repair and overhaul (MRO) complex adjacent to its existing facility in the Kobe Airport Facility in Japan.","<p>Airbus Helicopters has confirmed plans to open a maintenance, repair and overhaul (MRO) complex adjacent to its existing facility in the Kobe Airport Facility in Japan.</p>",Others,Positive
9a5945b4-5812-4e58-b283-44d27f5b97e1,Dan O'Neil suffered critical injuries in fatal helicopter crash,,The Standard,"The Robinson R22 helicopter, which is commonly used for cattle mustering, crashed into a riverbed.","<p>The Robinson R22 helicopter, which is commonly used for cattle mustering, crashed into a riverbed.</p>",Commercial,Negative
0987290f-6772-4b6d-8f5b-ff6d330e03b5,Airbus to expand Japan facility,,AirMed & Rescue Magazine,"Airbus has announced plans to add a maintenance, repair and overhaul (MRO) complex next to its facility at Kobe Airport Facility in Japan.","<p>Airbus has announced plans to add a maintenance, repair and overhaul (MRO) complex next to its facility at Kobe Airport Facility in Japan.</p>",Others,Positive
d18dd198-b88d-40ca-9644-73b649581ad3,Airbus Helicopters to open new MRO complex in Japan,,Aerospace Technology,"Airbus Helicopters is set to open a new maintenance, repair and overhaul (MRO) complex near its current facility at Kobe Airport in Japan.","<p>Airbus Helicopters is set to open a new maintenance, repair and overhaul (MRO) complex near its current facility at Kobe Airport in Japan.</p>",Others,Positive
d356b40b-2e6b-4b2e-93f3-a1ab77ae79cf,2019 Executive Outlook,,Rotor & Wing International,P&WC is part of the 19-member consortium working on the Future Advanced Rotorcraft Engine program that is being supported by the Canadian Government and led by Bell.,<p>P&WC is part of the 19-member consortium working on the Future Advanced Rotorcraft Engine program that is being supported by the Canadian Government and led by Bell.</p>,Military,Positive
f8b213f6-a6d8-4274-90a5-54a957e84ad3,AH-64E Apaches approved for Egypt,,IHS Jane's 360,"The US State Department has approved the sale of 10 Boeing AH-64E Apache attack helicopters to Egypt, the US Defense Security Cooperation Agency (DSCA) announced on 27 November.","<p>The US State Department has approved the sale of 10 Boeing AH-64E Apache attack helicopters to Egypt, the US Defense Security Cooperation Agency (DSCA) announced on 27 November.</p>",Military,Positive
